ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
10364,1959,Graduation,Divorced,23295.0,0,0,13-07-2013,72,75.55,20.8469432200234,57.79,50.13,24.52182649409192,1,1,0,2,8,0,0,0,0,0,0,3,11,0
5954,1972,Master,Divorced,42618.0,1,0,09-10-2013,92,104.66,27.630245255603697,93.73,70.7,39.72850275804456,2,5,0,4,8,0,0,0,0,0,0,3,11,0
1137,1964,Graduation,Single,81246.0,0,0,29-12-2013,87,147.6,43.67029395729768,115.9,82.15,41.26176545456421,1,4,5,7,1,1,0,0,1,0,0,3,11,0
2541,1976,Graduation,Married,24027.0,1,0,09-06-2013,7,106.86,44.92248840444544,81.38,66.43,45.9393576537521,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1142,1953,PhD,Married,55707.0,0,1,22-12-2013,91,147.78,59.21684734519354,123.35,117.06,66.44053689179714,2,3,2,9,3,0,0,0,0,0,0,3,11,0
2276,1955,Graduation,Single,57959.0,0,1,02-05-2013,71,158.11,36.08384377172253,120.09,64.35,46.94043101101731,5,4,7,11,3,0,0,0,0,0,0,3,11,0
2807,1969,Graduation,Married,56796.0,0,1,16-02-2013,24,147.21,48.78593299534419,108.5,76.17,46.79544437160723,3,8,9,7,7,0,0,0,0,0,0,3,11,0
6471,1971,Master,Single,36230.0,1,0,17-10-2013,17,114.64,35.17632470801875,77.04,64.66,38.72188759978022,1,2,0,4,5,0,0,0,0,0,0,3,11,0
6131,1980,2n Cycle,Married,70829.0,1,1,01-12-2013,87,124.62,43.00254641494384,108.82,87.02,59.21682715015029,2,4,2,8,3,0,0,0,0,0,0,3,11,0
6233,1976,Graduation,Married,65991.0,0,1,07-09-2012,21,136.89,46.37054391493662,119.01,77.29,50.16032314011509,3,9,5,10,7,0,0,0,0,0,0,3,11,0
4148,1972,Graduation,Married,38988.0,1,2,20-08-2012,90,141.55,56.48776769912061,141.66,79.79,71.83439925376311,7,5,1,6,8,0,0,0,0,0,0,3,11,0
4947,1966,2n Cycle,Single,89572.0,0,0,15-09-2012,44,149.33,14.949631026738416,86.42,58.23,31.78286434499252,1,7,7,9,4,0,1,0,1,0,0,3,11,1
3225,1984,Master,Married,42207.0,1,0,01-04-2013,71,127.42,49.83263252116699,112.01,82.68,51.741971192722254,4,4,1,5,6,1,0,0,0,0,0,3,11,1
7540,1952,Graduation,Married,50300.0,0,1,25-05-2014,52,132.99,49.99927299797551,126.52,74.28,47.02510138490656,2,2,1,8,2,0,0,0,0,0,0,3,11,0
10648,1982,2n Cycle,Together,66664.0,0,0,25-09-2012,78,110.39,28.50079773407096,75.27,68.73,30.63600192064368,1,5,7,6,3,0,0,0,0,0,0,3,11,0
1992,1964,Graduation,Married,60597.0,0,1,01-01-2014,2,118.98,43.55904827793145,112.55,62.85,44.145290860731976,4,2,2,8,7,0,0,0,1,0,0,3,11,1
7851,1949,Graduation,Widow,70165.0,0,0,22-09-2013,60,153.36,37.55366022033779,102.44,76.01,35.92912604230277,1,3,7,11,1,0,0,0,0,0,0,3,11,0
8594,1958,PhD,Widow,50520.0,0,1,28-01-2014,25,133.67,43.4233065928931,117.44,67.01,50.71158285270516,2,3,1,3,6,0,0,0,0,0,0,3,11,0
7059,1963,Graduation,Married,80124.0,0,0,26-06-2014,47,139.78,48.58047502466478,110.57,87.75,40.82962491367961,1,3,7,8,1,1,0,0,0,0,0,3,11,0
2815,1975,Graduation,Married,33183.0,1,0,24-02-2014,46,95.59,43.93876940611565,91.32,81.33,56.5215709700739,2,4,0,3,7,0,0,0,0,0,0,3,11,0
2416,1969,PhD,Single,66582.0,0,0,03-03-2014,83,160.53,42.80548456543956,106.22,71.24,51.50923058508478,1,2,8,9,1,0,0,0,0,0,0,3,11,0
7999,1955,PhD,Together,75261.0,0,0,23-04-2013,17,125.5,43.62318915504117,119.85,96.94,47.93259824721338,1,5,6,5,2,0,1,1,0,0,0,3,11,1
9213,1970,Graduation,Widow,31880.0,1,0,31-10-2012,13,106.31,27.659541356213,78.43,45.92,32.56691084529689,1,1,0,2,8,0,0,0,0,0,0,3,11,0
9697,1951,Graduation,Married,53790.0,0,2,06-03-2014,86,155.15,41.85388242198857,141.39,92.65,61.452987317806254,3,7,2,8,6,0,0,0,0,0,0,3,11,0
3916,1971,PhD,Together,49269.0,1,0,15-08-2012,92,129.45,47.28263057728595,115.48,99.6,52.61105647293202,3,7,3,12,7,0,0,0,0,0,0,3,11,0
2021,1975,Graduation,Married,61456.0,0,1,27-03-2013,47,138.4,45.53460181643361,121.22,61.59,52.5340808188311,4,6,10,13,4,0,0,0,0,0,0,3,11,0
1581,1980,Graduation,Married,37406.0,1,0,10-10-2013,18,102.66,53.7941078158094,106.72,64.21,54.30710943914714,1,1,0,2,8,0,0,0,0,0,0,3,11,1
564,1981,PhD,Together,56937.0,1,0,04-08-2012,81,134.14,52.933303156366,126.99,105.41,70.3465659037969,7,8,6,9,6,0,1,0,0,0,0,3,11,1
6619,1978,Graduation,Married,38415.0,1,1,02-01-2013,91,135.88,50.77530074639738,121.35,76.23,66.29918763895373,2,1,0,3,7,0,0,0,0,0,0,3,11,0
9081,1988,Graduation,Single,20518.0,1,0,18-05-2014,58,112.1,25.38646853601597,82.91,59.29,61.30601018324962,1,1,1,2,5,0,0,0,0,0,0,3,11,0
178,1956,Graduation,Married,62503.0,0,1,18-02-2013,40,143.07,49.31609645265654,122.36,79.02,48.92107572787655,4,8,3,11,5,0,0,0,0,0,0,3,11,0
916,1972,PhD,Single,41644.0,1,1,09-05-2014,67,144.51,39.79935467585263,128.83,104.24,66.91388108679885,2,1,0,3,3,0,0,0,0,0,0,3,11,0
5512,1977,Master,Married,55842.0,0,1,23-05-2014,19,136.59,42.654049029662254,117.52,69.96,43.70019126583858,1,7,1,8,5,0,0,0,0,0,0,3,11,0
8970,1972,PhD,Married,62010.0,0,1,23-10-2012,93,159.45,45.92405310162111,121.25,95.88,59.10989482857031,4,6,2,7,5,0,0,0,0,0,0,3,11,0
10581,1977,Graduation,Married,41124.0,1,0,31-10-2012,41,112.46,48.9336190815061,107.76,88.32,46.3120249386276,7,7,3,4,8,0,0,0,0,0,0,3,11,0
5300,1973,Master,Married,38961.0,1,0,30-12-2013,60,126.31,45.549753103341466,113.06,84.9,49.7946872692136,1,2,1,2,7,0,0,0,0,0,0,3,11,0
5154,1972,Master,Divorced,37760.0,1,0,11-08-2013,54,104.98,23.683808507736444,81.26,49.46,43.1659277169066,1,2,0,3,6,0,0,0,0,0,0,3,11,0
8346,1974,Graduation,Single,32233.0,1,0,19-08-2012,26,116.63,34.634886717323496,81.92,54.78,43.437481359988105,2,6,2,2,9,1,0,0,0,0,0,3,11,1
1676,1975,Graduation,Married,43057.0,0,1,30-10-2013,30,118.18,48.16058102553481,108.31,67.87,51.06757107604408,4,4,2,5,5,0,0,0,0,0,0,3,11,0
9286,1960,Master,Together,83151.0,0,0,10-10-2012,93,160.78,55.9579966886761,116.39,99.56,54.05953941774376,1,5,9,4,3,0,0,0,0,0,0,3,11,0
2426,1964,PhD,Divorced,78825.0,0,0,14-09-2012,35,116.96,31.700424175261173,101.11,72.32,44.39356587811169,1,5,10,13,3,0,0,0,0,0,0,3,11,1
5172,1976,Master,Together,65104.0,0,1,14-11-2013,4,126.37,50.67601056920701,103.13,76.52,44.2341027802544,2,3,5,7,7,0,0,0,0,0,0,3,11,0
5562,1974,Graduation,Married,60093.0,0,1,26-06-2013,92,151.99,46.79158818228356,120.71,77.4,45.67532357130064,2,7,2,10,6,0,0,0,0,0,0,3,11,0
3436,1969,Graduation,Married,14045.0,1,0,26-01-2014,24,82.69,40.268452338068094,90.62,74.29,45.31668631959146,1,1,0,3,7,0,0,0,0,0,0,3,11,0
3921,1952,2n Cycle,Widow,28457.0,0,0,28-10-2012,96,86.25,7.739674485432306,44.07,61.43,26.4335125396921,1,4,1,4,8,0,0,0,0,0,0,3,11,0
3403,1958,PhD,Together,78952.0,0,1,24-09-2012,11,151.82,52.410007676541085,139.56,95.21,54.994355155213846,2,2,5,12,6,0,0,0,0,0,0,3,11,0
22,1976,Graduation,Divorced,46310.0,1,0,03-12-2012,99,113.21,16.1519444125434,91.12,64.73,43.04566049696197,2,6,1,5,8,0,0,0,0,0,0,3,11,0
10965,1955,Graduation,Together,76005.0,0,0,22-02-2013,72,142.12,42.18451168440118,113.21,74.96,55.45273952700903,1,3,5,13,6,0,0,0,1,0,0,3,11,0
9426,1964,Master,Single,58308.0,0,1,12-01-2013,77,149.35,48.15128125316512,102.66,72.54,44.281699618817285,4,2,6,3,8,0,0,0,0,0,0,3,11,0
6605,1944,PhD,Divorced,55614.0,0,0,27-11-2013,85,104.56,19.58523310822842,92.97,63.54,44.65859959590788,1,9,4,6,7,0,1,0,0,0,0,3,11,0
3136,1962,Master,Divorced,59432.0,0,1,13-04-2013,88,120.1,23.64298630296162,97.44,58.26,56.99309631841662,3,5,3,11,5,0,0,0,0,0,0,3,11,0
8737,1978,Graduation,Divorced,55563.0,0,1,05-04-2014,22,111.67,28.800549956847743,88.34,54.72,40.29374372600369,1,2,0,3,3,0,0,0,0,0,0,3,11,0
11088,1971,PhD,Together,78642.0,0,1,21-04-2013,83,167.66,52.840921105741074,146.32,94.13,70.19369423780967,1,4,9,4,6,0,0,0,0,0,0,3,11,0
716,1949,PhD,Together,67911.0,0,1,22-05-2014,63,138.01,57.8114500027416,130.28,104.99,59.13858883518992,3,6,7,11,3,0,0,0,0,0,0,3,11,0
466,1944,Graduation,Married,65275.0,0,0,03-04-2013,9,136.05,38.617692954743,101.41,61.23,41.35061343428207,1,4,3,13,2,0,0,0,0,0,0,3,11,0
9135,1950,Graduation,Together,27203.0,1,1,06-08-2012,92,112.34,46.43680990018003,117.66,90.61,61.75854307234791,2,1,1,2,8,0,0,0,0,0,0,3,11,0
10623,1961,Master,Together,48330.0,0,1,15-11-2013,2,111.77,37.65820044794789,103.14,57.77,46.77576533307747,1,1,0,3,5,0,0,0,0,0,0,3,11,0
8151,1990,Basic,Married,24279.0,0,0,29-12-2012,6,99.58,25.96722684448128,69.5,50.77,21.534076841509386,1,4,1,3,8,0,0,0,0,0,0,3,11,0
5140,1985,PhD,Married,64355.0,1,0,24-08-2012,66,137.51,49.90219670260051,118.4,109.04,75.48563194879851,2,4,3,12,8,0,0,0,0,0,0,3,11,0
10160,1956,Master,Together,50943.0,0,1,21-06-2013,49,125.72,55.11399111613196,124.22,79.19,52.66170617949793,1,1,0,3,5,0,0,0,0,0,0,3,11,0
4945,1953,Graduation,Widow,53653.0,0,0,07-11-2012,29,122.62,33.242593565150244,81.75,63.42,24.697988641893566,2,10,4,12,6,0,0,0,0,0,0,3,11,0
10584,1976,Graduation,Married,65665.0,0,1,02-12-2013,77,150.45,43.64225530335264,128.53,70.13,60.31232078565462,1,5,10,8,3,0,0,0,0,0,0,3,11,0
6071,1989,Graduation,Single,81217.0,0,0,19-07-2013,77,152.84,37.00624442223884,106.09,85.02,35.039835458160184,1,3,7,11,1,0,0,0,0,0,0,3,11,0
3386,1992,Graduation,Married,34935.0,0,0,21-06-2013,71,109.83,52.26688097349292,84.44,65.76,37.9652157748536,1,2,1,4,7,0,0,0,0,0,0,3,11,0
8939,1959,Graduation,Divorced,61250.0,0,1,16-12-2012,49,111.1,30.82871645266779,90.89,63.53,44.73779813838085,6,5,2,12,5,0,0,0,0,0,0,3,11,0
9925,1981,PhD,Together,39665.0,1,0,25-05-2013,97,116.84,50.23574801576017,115.68,104.5,67.56284122677957,3,4,2,3,7,1,0,0,0,0,0,3,11,0
4320,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,152.8,37.87742278372573,96.79,60.34,36.27544691742126,1,6,4,12,3,0,0,0,0,0,0,3,11,0
5389,1964,Graduation,Married,48920.0,0,2,20-10-2013,93,140.32,57.4255736774597,133.09,79.02,55.9254638165818,3,6,2,5,7,0,1,0,0,0,0,3,11,0
6036,1959,Master,Together,89120.0,0,0,17-03-2014,78,154.41,50.70438055018734,127.46,86.22,46.779688356008336,1,5,6,7,1,0,0,1,0,0,0,3,11,0
182,1946,PhD,Together,44124.0,0,1,11-05-2013,62,113.45,50.98571508849444,118.92,86.25,57.644665171631736,4,6,2,5,8,0,0,0,0,0,0,3,11,0
203,1975,Master,Single,81169.0,0,0,14-04-2013,47,155.97,41.771807822828215,97.6,69.24,39.04489941266395,1,5,7,9,2,0,0,0,0,0,0,3,11,0
11025,1961,Graduation,Married,36443.0,1,1,03-02-2013,9,113.06,45.32760612394577,119.35,70.43,49.34941430740479,4,3,1,3,8,0,0,0,0,0,0,3,11,0
10203,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,117.36,38.86577664863954,96.28,64.18,36.39367581432611,1,1,0,3,7,0,0,0,0,0,0,3,11,0
4607,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,123.66,48.28372761608236,103.69,73.56,46.72422420146169,1,4,5,7,2,0,0,0,0,0,0,3,11,0
3711,1944,Master,Married,80184.0,0,0,01-03-2014,19,140.46,47.34967222593266,103.06,72.44,36.61055735757674,1,6,3,10,3,0,0,1,1,0,0,3,11,0
3696,1965,Graduation,Divorced,30630.0,1,1,27-01-2014,67,102.56,31.35112521561646,99.82,60.6,65.44138698624838,2,2,0,3,7,0,0,0,0,0,0,3,11,0
2532,1987,Master,Single,73454.0,0,0,01-03-2014,95,165.33,35.73795238999982,99.88,81.61,46.86044493999203,1,2,4,6,5,1,0,0,0,0,0,3,11,0
9214,1991,Graduation,Married,42691.0,0,0,16-08-2013,48,114.73,52.82589424775591,86.3,74.57,32.856280564720336,1,5,1,6,5,0,0,0,0,0,0,3,11,0
4943,1953,Graduation,Married,70503.0,0,0,30-09-2012,73,144.21,37.639723832148775,110.08,86.73,51.45855893642054,1,2,4,9,6,0,1,1,0,0,0,3,11,0
35,1987,Graduation,Married,25545.0,1,0,08-09-2012,35,105.03,56.57906093897298,95.82,70.71,42.743859617310655,3,2,2,3,6,0,0,0,0,0,0,3,11,1
2258,1986,Graduation,Married,32880.0,1,0,04-12-2012,76,128.49,49.43176078050036,108.69,84.76,50.7452279544729,1,1,0,3,8,0,0,0,0,0,0,3,11,0
4322,1958,PhD,Together,77863.0,0,0,27-11-2013,20,127.41,45.98635914348059,112.63,87.16,46.997063871153614,1,4,5,10,2,0,0,0,0,0,0,3,11,0
713,1977,Master,Married,50353.0,0,0,08-06-2014,72,121.61,45.78025705617397,106.9,80.3,35.6145080512666,1,4,4,6,3,0,0,0,0,0,0,3,11,0
4702,1964,Graduation,Single,61839.0,0,0,12-08-2012,20,137.34,35.7279186238226,76.06,52.93,26.380489398659464,1,4,8,4,8,0,0,0,0,0,0,3,11,0
3281,1960,PhD,Married,49154.0,1,1,03-11-2013,69,149.98,54.18386512862857,140.19,100.55,83.78662674614036,6,4,1,8,6,0,0,0,0,0,0,3,11,0
702,1975,2n Cycle,Widow,47682.0,0,1,15-02-2013,80,108.81,24.576691351484705,86.41,61.06,42.71341973691684,4,4,3,8,5,0,0,0,0,0,0,3,11,0
2004,1969,Graduation,Single,72679.0,0,1,18-09-2013,65,154.98,43.11739307462241,111.01,73.26,46.92521212214604,1,4,7,5,1,0,0,0,0,0,0,3,11,0
4769,1977,Master,Together,57954.0,1,1,18-06-2014,52,133.07,62.4394205065373,141.44,84.11,67.18598820036584,7,8,2,6,7,0,1,0,0,0,0,3,11,0
4437,1962,Graduation,Married,65316.0,1,1,24-04-2013,65,165.35,53.68963395031489,143.09,76.52,68.29052769818398,2,3,2,5,4,0,0,0,0,0,0,3,11,0
8724,1982,Graduation,Single,28567.0,1,0,17-06-2013,57,121.89,40.17742943388012,89.33,70.31,37.55545604269422,2,2,0,3,6,0,0,0,0,0,0,3,11,0
10741,1951,Master,Together,47352.0,0,1,11-04-2013,70,117.7,43.55296183439904,123.41,70.73,47.81836469911176,4,6,1,5,7,0,0,0,0,0,0,3,11,0
1991,1967,Graduation,Together,44931.0,0,1,18-01-2014,0,94.04,52.51086017203394,91.04,57.67,44.20766088026268,1,2,1,3,5,0,0,0,0,0,0,3,11,0
6931,1967,Graduation,Divorced,76982.0,0,0,15-02-2014,19,109.17,23.729187189910167,69.38,48.43,34.07538133619728,1,8,3,4,4,0,0,1,0,0,0,3,11,1
11096,1952,2n Cycle,Together,57247.0,0,1,08-08-2013,50,101.06,30.550429764295547,93.73,79.12,44.7173686773142,2,2,1,7,2,0,0,0,0,0,0,3,11,0
304,1981,Master,Single,22944.0,1,0,23-12-2013,67,122.31,34.46954861468041,103.82,66.52,40.69802073172823,3,3,0,3,7,0,0,0,0,0,0,3,11,0
3665,1977,2n Cycle,Together,25315.0,1,0,07-11-2013,46,70.95,28.505540942359488,74.08,63.3,37.98557178581826,3,3,0,3,8,0,0,0,0,0,0,3,11,0
10591,1969,Graduation,Widow,43638.0,0,1,06-08-2012,37,148.12,35.9487592319972,83.92,50.74,38.40830288943544,2,4,1,4,7,0,0,0,0,0,0,3,11,0
5036,1984,PhD,Single,42710.0,1,0,28-11-2012,38,126.67,31.19031036216528,108.13,70.58,49.222991890247776,2,4,5,3,6,0,0,0,0,0,0,3,11,0
5547,1982,PhD,Married,84169.0,0,0,07-08-2013,9,153.74,54.01444178023255,96.58,97.24,48.75693889999479,1,7,6,6,3,0,1,1,0,0,0,3,11,1
7822,1976,Graduation,Together,54058.0,0,1,04-06-2013,56,144.76,50.88655058300078,127.41,84.38,61.587391021333744,2,4,6,8,3,0,0,0,0,0,0,3,11,0
8541,1990,2n Cycle,Married,24683.0,1,0,08-03-2014,98,75.21,27.813636005013,74.63,67.74,44.69833440472557,2,2,0,4,5,0,0,0,0,0,0,3,11,0
10955,1964,Graduation,Widow,85620.0,0,0,07-01-2014,68,159.88,36.3443342135718,88.92,90.9,50.16874042343836,1,3,6,4,1,0,0,0,0,0,0,3,11,1
4368,1980,Graduation,Married,47850.0,1,0,03-12-2013,72,123.64,53.38254576052872,108.74,82.31,60.18161097045611,1,3,0,4,6,0,0,0,0,0,0,3,11,0
9671,1968,Graduation,Married,19514.0,1,1,26-01-2014,47,110.05,44.5759420464557,107.39,79.48,52.52352056507118,4,3,1,2,8,1,0,0,0,0,0,3,11,1
2256,1973,Master,Married,27159.0,1,1,29-03-2014,33,124.25,56.9456118542399,116.57,71.94,61.64095996541793,2,1,0,3,6,0,0,0,0,0,0,3,11,0
4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,116.66,24.40404926418043,101.97,59.78,44.9596746071757,2,1,1,3,3,0,0,0,0,0,0,3,11,0
5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,104.3,38.79450121897777,58.13,53.06,34.63520541800212,2,3,1,2,7,1,0,0,0,0,0,3,11,1
9240,1971,PhD,Single,60504.0,0,1,07-02-2014,73,168.94,40.979410191613006,131.99,79.81,59.17832699167229,2,6,2,8,6,0,0,0,0,0,0,3,11,0
9460,1963,Graduation,Married,22419.0,0,0,18-04-2013,74,105.36,41.07558180541281,88.5,57.56,42.9234130421236,1,3,2,2,8,0,0,0,0,0,0,3,11,0
9504,1949,Master,Married,81698.0,0,0,06-11-2013,4,140.82,48.15138791211906,89.71,75.31,41.04307188686672,1,3,8,13,1,0,0,0,0,0,0,3,11,1
8692,1952,Graduation,Together,43462.0,1,1,12-09-2012,50,126.38,50.70194097372219,118.39,90.73,60.9732059418505,6,4,1,5,8,0,0,0,0,0,0,3,11,0
448,1978,PhD,Single,54880.0,1,0,01-03-2013,57,140.29,37.43054765163834,107.21,87.55,56.8559170688513,2,6,2,11,5,0,0,0,0,0,0,3,11,0
8314,1982,Graduation,Married,79908.0,0,0,05-04-2013,30,146.75,54.53474964989599,107.2,62.52,38.35016520827545,1,5,6,7,2,0,0,1,0,0,0,3,11,0
8420,1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,42.43,24.56065950686572,40.94,51.87,19.390516325969564,2,2,0,4,5,0,0,0,0,0,0,3,11,0
3174,1959,Graduation,Together,87771.0,0,1,22-05-2013,61,175.63,53.39907173434607,130.34,96.19,57.588106705001984,1,5,10,4,6,0,1,1,1,1,0,3,11,1
7685,1978,Graduation,Married,33039.0,1,0,09-09-2013,4,110.62,41.382727389187416,90.21,49.15,43.90490851481326,1,2,0,4,5,0,0,0,0,0,0,3,11,0
3179,1980,Graduation,Single,81741.0,0,0,16-06-2013,75,151.29,35.947746795352344,100.03,71.72,37.15697455618271,0,6,6,7,2,0,0,0,0,0,0,3,11,0
9780,1971,Master,Together,71499.0,0,1,25-06-2013,12,141.95,54.24759986704369,121.67,77.63,48.970829566598994,2,8,3,13,4,0,0,0,0,0,0,3,11,0
10681,1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,102.48,29.10205970681297,91.15,65.86,30.5682467057256,5,6,3,12,4,0,0,0,0,0,0,3,11,0
10232,1963,PhD,Divorced,48799.0,0,1,05-11-2013,9,102.0,29.39668590389472,78.44,52.33,41.518610209264665,3,3,2,7,3,0,0,0,0,0,0,3,11,0
4184,1950,PhD,Together,52157.0,0,1,07-06-2014,48,112.49,42.61965120337474,139.8,106.09,61.4754523411975,2,3,2,5,4,0,0,0,0,0,0,3,11,0
9120,1962,Graduation,Single,66565.0,0,1,05-12-2012,80,151.19,36.821793331339606,113.22,60.34,54.52096125307538,4,4,2,9,8,0,0,0,0,0,0,3,11,0
891,1951,Master,Together,29298.0,1,1,07-09-2013,60,115.62,49.34875372550268,118.96,84.02,58.88941390397872,1,1,0,2,5,0,0,0,0,0,0,3,11,0
10381,1979,Graduation,Single,47691.0,0,1,05-07-2013,43,134.55,40.12363462776925,115.82,65.6,44.77735262716562,1,1,0,2,6,0,0,0,0,0,0,3,11,0
3525,1970,Graduation,Together,38200.0,1,1,07-12-2012,19,108.68,48.67723293809284,118.4,84.77,61.282146984590206,1,1,0,2,7,0,0,0,0,0,0,3,11,0
6818,1974,Graduation,Married,44989.0,0,1,12-09-2012,26,112.81,42.22011096948238,118.25,81.19,46.66599191933337,5,5,1,5,6,0,0,0,0,0,0,3,11,0
3526,1968,PhD,Married,38443.0,1,1,27-01-2014,58,140.58,53.67402042507601,140.91,98.2,74.57877962193196,2,1,0,3,7,0,0,0,0,0,0,3,11,0
8181,1978,2n Cycle,Single,38593.0,1,0,13-09-2013,42,94.01,20.327793318230828,60.47,48.29,42.44703373073901,3,4,1,3,8,0,0,0,0,0,0,3,11,0
1029,1970,PhD,Together,64413.0,0,1,01-08-2013,27,142.66,52.26045912179151,138.25,87.63,56.57832040947815,1,5,1,5,5,0,0,0,0,0,0,3,11,0
7369,1981,Master,Married,36959.0,1,0,02-10-2013,56,127.24,44.56716585387936,107.21,97.35,50.71896893409175,2,2,0,3,8,0,0,0,0,0,0,3,11,0
2574,1977,PhD,Married,61996.0,0,1,31-01-2013,27,133.19,48.91850810449459,126.8,92.8,59.19527627053849,3,6,4,8,5,0,1,0,1,1,0,3,11,1
8159,1968,Graduation,Married,51287.0,1,1,01-04-2014,10,132.85,57.03562183864673,118.54,82.98,56.08427247970714,3,4,1,3,7,0,0,0,0,0,0,3,11,0
1160,1970,Graduation,Married,13260.0,1,1,23-08-2013,48,106.42,48.12739333655428,116.84,63.04,63.90712072850057,4,3,0,3,8,0,0,0,0,0,0,3,11,0
10242,1966,PhD,Together,47472.0,1,1,16-09-2013,39,142.03,51.12457253889596,137.9,89.2,81.03651588394489,2,2,0,4,5,0,0,0,0,0,0,3,11,0
5253,1956,Master,Together,54603.0,1,1,09-07-2013,85,149.91,46.052438024950376,135.13,105.15,61.34362066674304,6,4,2,4,7,0,0,0,0,0,0,3,11,0
5966,1974,PhD,Married,45207.0,1,1,10-11-2012,64,138.31,48.06651835699833,134.77,96.02,74.65397334724449,5,3,1,6,6,0,1,0,0,0,0,3,11,0
5314,1951,Graduation,Together,40689.0,0,1,18-03-2013,69,122.72,50.78501571510604,113.54,66.1,53.01622544081559,7,7,1,5,8,0,0,0,0,0,0,3,11,0
5081,1967,2n Cycle,Together,47821.0,1,1,20-10-2013,54,97.74,39.27922634583797,103.26,78.84,56.70709610706142,1,1,0,3,8,0,0,0,0,0,0,3,11,0
5123,1951,Master,Married,27450.0,0,0,15-04-2013,57,112.23,43.6614185745898,88.48,78.88,38.95279667450201,1,2,1,3,7,0,0,0,0,0,0,3,11,0
5756,1983,Graduation,Together,39453.0,1,0,03-04-2014,64,131.97,43.84985382537086,111.23,90.17,49.97865665515309,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8036,1971,2n Cycle,Together,26850.0,1,1,18-04-2014,10,77.02,43.10616851117202,80.16,47.86,41.31317680797768,4,2,1,4,4,0,0,0,0,0,0,3,11,0
9058,1955,Graduation,Widow,79800.0,0,0,23-09-2012,65,161.76,35.79496151049395,116.67,89.2,35.33068616828301,1,5,11,5,3,1,0,1,1,0,0,3,11,1
5057,1961,Master,Married,61794.0,0,1,14-09-2013,74,152.32,50.36203434960523,140.17,97.18,57.71097578290933,2,4,4,10,2,0,0,0,0,0,0,3,11,0
254,1955,Graduation,Together,53863.0,0,1,17-05-2014,4,106.86,43.70660821483007,92.09,71.86,49.20443697972081,3,7,1,7,7,0,1,0,0,0,0,3,11,0
4179,1959,Graduation,Together,24221.0,0,0,20-08-2013,94,89.58,41.27459789740515,92.51,84.73,40.270266271898464,1,1,1,3,4,0,0,0,0,0,0,3,11,0
3710,1984,PhD,Single,39684.0,1,0,12-10-2012,41,98.97,21.63131150654529,79.78,59.98,42.74118812570673,2,2,1,2,7,0,0,0,0,0,1,3,11,1
7627,1975,Master,Married,92163.0,0,0,12-12-2012,25,166.0,48.20961952183038,112.83,86.63,50.674683639636925,0,5,11,5,2,0,0,1,1,0,0,3,11,1
4501,1965,Master,Single,69882.0,0,0,10-11-2013,94,157.16,26.53017905699604,108.68,70.68,40.03545896362898,1,3,7,9,1,0,0,0,0,0,0,3,11,0
6424,1977,Graduation,Together,33178.0,1,0,30-01-2014,9,87.16,45.71364823443035,93.79,60.62,40.3094709469723,1,1,0,3,4,0,0,0,0,0,0,3,11,0
3075,1972,PhD,Married,59973.0,0,0,11-09-2013,47,120.78,44.95036186725769,110.0,89.17,52.25988443564968,1,3,4,7,1,0,0,0,0,0,0,3,11,0
4992,1975,Master,Together,17459.0,1,0,19-09-2013,12,74.36,46.15649890084632,87.98,70.02,33.27358417554623,3,3,1,2,7,0,0,0,0,0,0,3,11,1
5252,1969,Graduation,Divorced,23910.0,1,0,26-10-2012,80,89.4,19.36382184828053,65.35,59.69,49.808922183860815,1,2,0,3,7,0,0,0,0,0,0,3,11,0
7444,1969,Master,Married,42169.0,1,1,19-10-2013,20,127.62,43.5378712469024,121.36,79.05,68.90675770644721,2,1,0,3,8,0,0,0,0,0,0,3,11,0
6919,1978,2n Cycle,Married,26224.0,1,0,04-06-2013,39,78.39,27.10734971500008,65.6,75.3,41.124551598573774,3,2,1,3,6,0,0,0,0,0,0,3,11,0
3537,1981,Graduation,Together,31089.0,1,0,17-08-2012,57,119.47,46.296575206210456,94.72,74.11,53.6482053375359,3,3,0,4,8,0,0,0,0,0,0,3,11,0
10277,1961,Graduation,Single,30081.0,0,1,21-02-2013,27,124.6,33.18781364688521,94.18,49.07,41.82850236711043,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2453,1960,Graduation,Together,62807.0,0,1,31-08-2012,83,134.07,44.64202303221164,119.43,82.83,53.17673335728772,3,5,3,12,5,0,0,0,0,0,0,3,11,0
