Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Salary,Spending_Score,Family_Size
Male,Yes,27,1,Lawyer,0-5,23821.868102845503,Low,1.0
Female,Yes,59,1,Artist,+20,69706.32393434305,Average,2.0
Female,Yes,35,1,Artist,5-10,32146.540271555914,Average,2.0
Male,Yes,26,1,Executive,0-5,26529.00704088608,High,3.0
Male,No,49,1,Artist,10-20,26632.11808883979,Low,1.0
Male,Yes,45,1,Artist,5-10,26086.70737048682,Average,4.0
Male,Yes,57,1,Executive,+20,29671.958867737212,High,3.0
Female,No,44,0,Healthcare,10-20,39019.51473177685,Low,6.0
Male,Yes,46,1,Artist,5-10,43556.33501879406,Low,1.0
Female,No,37,1,Artist,10-20,16595.485949550857,Low,1.0
Male,Yes,34,1,Executive,+20,42505.33613945988,High,2.0
Female,Yes,31,0,Engineer,5-10,18502.457221025787,Average,7.0
Female,Yes,38,1,Entertainment,0-5,34793.81234513101,Average,2.0
Female,Yes,29,1,Artist,0-5,22650.378709440563,Low,2.0
Male,No,54,1,Entertainment,5-10,53271.71852635525,Low,2.0
Female,No,53,0,Engineer,0-5,57641.99382993594,Low,3.0
Male,Yes,50,1,Artist,10-20,57109.34409081612,Average,2.0
Female,No,22,0,Healthcare,5-10,13205.286028382805,Low,4.0
Female,Yes,31,1,Lawyer,10-20,36259.6901139283,High,2.0
Female,Yes,24,1,Artist,10-20,14291.23067986152,Average,6.0
Female,Yes,52,1,Artist,5-10,22486.74688554454,Average,5.0
Male,Yes,20,1,Lawyer,5-10,27018.95546292456,Low,1.0
Male,Yes,38,1,Executive,5-10,32890.225361365454,High,3.0
Female,Yes,32,1,Lawyer,10-20,32602.224564836313,Low,1.0
Female,,26,1,Entertainment,0-5,20022.16244229066,Low,3.0
Female,Yes,32,0,Entertainment,5-10,21509.713455557263,High,3.0
Female,No,42,0,Healthcare,10-20,18808.934902967565,Low,5.0
Male,No,47,1,Artist,10-20,45795.33636985271,Low,3.0
Female,Yes,30,1,Artist,0-5,14972.368572959664,High,5.0
Female,No,54,1,Doctor,5-10,56936.878812156494,Low,1.0
Male,No,51,1,Executive,5-10,56757.17896242661,Low,1.0
Female,No,51,0,Homemaker,5-10,37373.20860247684,Low,1.0
Male,Yes,28,1,Lawyer,0-5,29844.666132005368,Low,1.0
Male,Yes,43,1,Artist,5-10,39746.600750112084,Average,4.0
Female,No,23,0,Engineer,0-5,16357.830692705043,Low,3.0
Female,Yes,50,1,Lawyer,+20,24668.616101491498,High,3.0
Female,No,39,0,Artist,10-20,11777.491232373059,Low,1.0
Female,No,33,0,Engineer,10-20,22343.18419005516,Low,3.0
Male,Yes,43,0,Executive,5-10,26981.355929237543,Low,4.0
Female,Yes,46,1,Artist,+20,47977.64115040181,Average,3.0
Female,No,26,1,Doctor,5-10,30202.566030307455,Low,1.0
Male,No,24,1,Healthcare,5-10,19556.000359736703,Low,4.0
Male,Yes,21,1,Entertainment,0-5,16373.799218188298,Average,6.0
Male,Yes,25,1,Doctor,0-5,23819.8456866996,Average,2.0
Female,Yes,39,1,Artist,5-10,33368.850710330444,Low,1.0
Male,Yes,53,1,Executive,+20,65372.61819241994,High,4.0
Male,Yes,38,1,Entertainment,5-10,17461.630657211725,Low,2.0
Female,Yes,31,0,Lawyer,10-20,18440.900488474956,Average,2.0
Male,Yes,18,1,Executive,0-5,27956.269366357446,High,4.0
Male,No,33,0,Marketing,10-20,13946.210629756151,Low,1.0
Male,Yes,49,0,Lawyer,+20,31447.949210757506,Low,3.0
Male,Yes,44,0,Artist,10-20,21216.77199830047,Average,2.0
Female,No,41,1,Artist,10-20,21644.67905805984,Low,1.0
Female,Yes,19,1,Engineer,0-5,17784.782575725312,Low,1.0
Male,Yes,48,0,Artist,10-20,10607.910880793746,Average,2.0
Male,Yes,42,0,,0-5,,Low,
Female,No,39,1,Artist,5-10,18471.53144560083,Low,1.0
Female,Yes,39,1,Doctor,5-10,30329.426204500873,Low,2.0
Male,No,55,0,Healthcare,10-20,54353.62145160168,Low,3.0
Male,Yes,53,1,Entertainment,+20,29887.924035611843,Low,
Male,Yes,58,1,Artist,10-20,58185.53753088255,Low,3.0
Female,No,25,1,Artist,0-5,19666.122576512924,Low,1.0
Female,No,19,1,Healthcare,0-5,19425.469845113825,Low,3.0
Male,Yes,51,1,Lawyer,10-20,66754.60826306618,Low,2.0
Male,No,35,1,Healthcare,+20,29544.1302588913,Low,3.0
Male,Yes,18,1,Artist,0-5,16484.180871009987,Low,2.0
Female,Yes,45,0,Lawyer,5-10,19495.17780637404,High,2.0
Female,Yes,49,1,Artist,+20,38386.4099235039,Low,
Male,No,35,0,Healthcare,+20,16147.386737007473,Low,4.0
Male,Yes,24,1,Lawyer,0-5,25324.90589011002,Low,1.0
Male,Yes,37,1,Artist,10-20,23038.326020863235,Average,2.0
Female,Yes,51,0,Lawyer,+20,53326.16683194955,Average,2.0
Male,Yes,59,0,Entertainment,+20,39412.867277352365,Average,3.0
Female,No,49,1,Healthcare,+20,51653.00704424054,Low,3.0
Male,Yes,54,1,Lawyer,5-10,69640.00785803539,Low,1.0
Female,No,48,0,Entertainment,10-20,36756.628133315695,Low,3.0
Female,No,24,0,Artist,5-10,11495.09099660721,Low,6.0
Male,Yes,43,1,Entertainment,0-5,47378.824208126105,Low,2.0
Female,Yes,29,1,Artist,10-20,16049.560771640854,Low,1.0
Male,Yes,28,1,Homemaker,0-5,16601.40358989351,High,2.0
Male,Yes,48,1,Artist,5-10,29571.57027482103,Average,3.0
Male,Yes,40,1,Artist,5-10,25914.186221849526,Average,4.0
Male,No,35,0,Doctor,5-10,19755.079064788304,Low,3.0
Male,Yes,58,0,Executive,5-10,35029.701428402754,High,
Male,Yes,47,0,Lawyer,+20,22888.059187111845,High,2.0
Male,Yes,30,1,Artist,5-10,18768.484460990796,Average,2.0
Male,No,50,0,Entertainment,5-10,26203.459224813447,Low,7.0
Female,Yes,31,1,Healthcare,5-10,21316.49121521191,Low,3.0
Male,Yes,31,0,Lawyer,5-10,23776.49929338315,Low,1.0
Male,No,35,0,Doctor,10-20,24067.45674577146,Low,4.0
Male,No,20,1,Artist,0-5,15131.128394637066,Low,1.0
Male,Yes,47,1,Artist,10-20,22283.626023955167,Average,2.0
Male,Yes,41,1,Artist,10-20,31523.01486627276,Average,4.0
Female,Yes,46,1,Artist,10-20,23930.536984334853,Average,2.0
Male,Yes,50,0,Entertainment,10-20,16690.132894656694,Low,5.0
Female,Yes,31,1,,10-20,,High,2.0
Male,No,24,0,Entertainment,5-10,14807.748434739953,Low,1.0
Male,Yes,55,0,Engineer,+20,35021.47506351414,Average,
Male,Yes,18,1,Artist,0-5,13195.579824280165,Low,2.0
Female,Yes,28,1,Artist,0-5,18558.929492846066,Average,2.0
Female,No,23,1,Engineer,0-5,21816.6936217725,Low,5.0
Female,Yes,25,0,Entertainment,10-20,14410.24990774167,Average,2.0
Male,No,21,0,Healthcare,5-10,13569.632256033829,Low,
Male,Yes,43,1,Artist,10-20,17690.99878813528,Low,3.0
Female,Yes,20,1,Artist,5-10,17392.952965614455,Low,2.0
Female,Yes,33,0,Engineer,+20,20506.916077526832,Average,4.0
Male,Yes,25,1,Entertainment,0-5,16483.005678409558,Low,4.0
Female,No,50,1,Artist,5-10,32610.871764670377,Low,1.0
Female,,58,0,Healthcare,5-10,52558.26780180686,Low,7.0
Male,No,47,1,Artist,+20,42076.661368227375,Low,1.0
Male,Yes,39,1,Artist,5-10,28625.358529401285,Average,2.0
Female,Yes,24,1,Artist,0-5,19678.381223469587,Average,2.0
Female,Yes,45,0,Doctor,5-10,34855.72555021266,Average,5.0
Female,No,28,1,Artist,0-5,20532.773210077372,Low,3.0
Male,Yes,52,1,Entertainment,+20,47522.57841428445,Low,2.0
Female,No,21,0,Healthcare,5-10,14832.817778818046,Low,8.0
Female,No,25,1,Artist,0-5,16497.956634214148,Low,3.0
Male,No,29,0,Engineer,0-5,20053.588593294044,Low,4.0
Male,Yes,58,1,Artist,+20,47397.564903922714,Low,1.0
Male,Yes,23,0,Executive,5-10,21860.033368119795,Average,4.0
Female,No,58,1,Artist,+20,73403.37437681714,Low,3.0
Female,Yes,32,1,Doctor,+20,25330.739663331842,Average,2.0
Female,Yes,35,1,Artist,10-20,28315.805632869535,High,2.0
Male,No,24,0,Healthcare,0-5,14123.092306149985,Low,5.0
Female,No,19,1,Engineer,0-5,18313.55373039728,Low,7.0
Female,No,37,0,Entertainment,10-20,16136.49123571921,Low,2.0
Male,No,46,0,Healthcare,10-20,15901.9373198942,Low,1.0
Female,No,49,1,Entertainment,+20,52513.15370439828,Low,2.0
Female,Yes,29,1,Engineer,0-5,23238.595997322904,Low,2.0
Male,No,43,0,Executive,5-10,36041.87034574735,Low,1.0
Female,No,28,1,Doctor,10-20,25000.673065365627,Low,4.0
Female,Yes,36,1,Artist,+20,25428.254076937148,Average,4.0
Male,Yes,47,1,Artist,5-10,44513.485792504296,Average,2.0
Male,Yes,39,0,Executive,10-20,31662.237937591937,High,2.0
Male,Yes,29,1,Lawyer,0-5,32880.90248466347,High,2.0
Male,Yes,25,0,Executive,0-5,20344.489503636934,High,4.0
Male,Yes,49,1,Entertainment,+20,45038.40231610998,Average,2.0
Female,Yes,29,0,Artist,10-20,12944.184769970123,High,2.0
Female,Yes,32,1,Entertainment,+20,27401.89292463113,Average,2.0
Female,Yes,23,1,Artist,0-5,13156.495827879913,Low,3.0
Female,Yes,33,1,Artist,5-10,24717.979378268643,Low,2.0
Female,No,55,1,Engineer,+20,27060.11638866109,Low,2.0
Female,Yes,59,1,Doctor,5-10,66107.42688718572,Average,2.0
Male,No,42,1,Healthcare,10-20,24555.419366434457,Low,4.0
Female,No,46,1,Artist,5-10,49908.06423768757,Low,1.0
Male,No,49,1,Doctor,+20,25725.003176909064,Low,4.0
Female,No,47,0,Healthcare,+20,29078.728167378362,Low,1.0
Male,Yes,35,1,Entertainment,5-10,29032.027232551332,Low,4.0
Male,Yes,46,1,Doctor,5-10,50207.4281789883,High,2.0
Male,No,30,1,Artist,0-5,16112.79076261796,Low,1.0
Female,Yes,33,1,Artist,0-5,14828.871943384567,Average,3.0
Female,Yes,43,1,Artist,+20,44330.54427793708,Low,1.0
Male,No,55,1,Artist,10-20,34974.363316143266,Low,5.0
Female,Yes,29,1,Artist,0-5,24735.038771586223,Average,3.0
Female,Yes,47,0,Engineer,5-10,43079.63068735573,Low,3.0
Female,No,57,1,Engineer,10-20,34126.55803617408,Low,2.0
Male,Yes,28,1,Artist,5-10,22735.092551524987,Average,4.0
Male,No,55,1,Entertainment,10-20,55491.86663224839,Low,2.0
Female,No,56,1,Artist,10-20,48977.578572730235,Low,1.0
Female,Yes,56,1,Artist,10-20,30257.1146404257,Average,5.0
Male,No,29,0,Healthcare,10-20,13682.562104099088,Low,
Female,No,57,0,,5-10,,Low,5.0
Male,Yes,27,1,Lawyer,0-5,32867.51706219293,High,3.0
Male,Yes,32,1,Artist,10-20,17277.555562211193,Average,4.0
Male,No,29,1,Artist,0-5,21472.955287488156,Low,1.0
Female,Yes,33,1,Lawyer,5-10,28140.063392610748,High,2.0
Male,No,20,1,Entertainment,0-5,19177.183766002756,Low,4.0
Male,Yes,48,0,Executive,+20,27770.791516261612,High,4.0
Male,Yes,54,1,Executive,+20,59064.17815233475,High,5.0
Male,Yes,18,1,Entertainment,0-5,17273.62953992054,Low,
Male,Yes,58,1,Artist,+20,39065.1840358535,Average,2.0
Male,,51,1,Artist,+20,25666.53585170126,Average,5.0
Female,No,57,0,Engineer,+20,34533.02314262037,Low,3.0
Female,No,25,1,Healthcare,0-5,22960.19091385996,Low,4.0
Female,Yes,35,0,Engineer,10-20,24952.328326699306,High,2.0
Female,Yes,46,0,Lawyer,5-10,45984.186371246855,High,2.0
Female,Yes,42,1,Artist,0-5,28977.433679031128,Average,2.0
Female,No,45,1,Marketing,0-5,47358.20909157884,Low,1.0
Female,Yes,24,1,Artist,0-5,16165.147202316368,Average,5.0
Male,Yes,43,1,Artist,10-20,16749.1525334681,Average,4.0
Female,No,32,0,Homemaker,5-10,20508.318771925547,Low,1.0
Male,Yes,52,0,Entertainment,+20,20998.604842737324,Low,
Female,Yes,55,1,Engineer,+20,62255.70794041729,Low,3.0
Male,No,41,0,Healthcare,5-10,23669.274377950605,Low,8.0
Female,No,38,0,Engineer,10-20,14303.916820686389,Low,3.0
Male,Yes,40,0,Entertainment,5-10,20629.005240569386,Low,2.0
Female,Yes,30,1,Entertainment,0-5,30343.685222889824,Average,2.0
Female,No,43,1,Healthcare,10-20,42667.00841052686,Low,1.0
Male,No,50,0,Marketing,5-10,22893.92874484904,Low,2.0
Female,Yes,21,1,Artist,5-10,15377.609549258028,Low,2.0
Female,Yes,53,1,Artist,10-20,49228.869402395154,High,2.0
Male,Yes,28,1,Artist,0-5,19656.25077443075,Average,2.0
Male,Yes,36,1,Entertainment,5-10,30224.64968041809,High,2.0
Male,Yes,38,0,Lawyer,10-20,39231.123256894,Low,3.0
Female,Yes,35,1,Artist,0-5,18236.267663393337,Average,4.0
Female,No,57,0,Healthcare,+20,60864.95731644396,Low,5.0
Female,Yes,59,1,Engineer,10-20,49911.89621963018,High,4.0
Female,Yes,53,1,Artist,+20,45573.24459409504,Average,2.0
Female,No,40,0,Engineer,+20,327964.32392590464,Low,6.0
Female,Yes,46,1,Healthcare,+20,28793.076122632272,Average,2.0
Male,Yes,50,1,Entertainment,10-20,47765.16575665396,Low,2.0
Female,Yes,24,1,Engineer,5-10,21284.83893528179,High,3.0
Female,No,27,1,Artist,0-5,17818.463282589695,Low,1.0
Male,No,23,1,Healthcare,5-10,18794.178249923116,Low,4.0
Male,No,35,1,Artist,5-10,17348.794067160037,Low,4.0
Male,Yes,38,0,Artist,5-10,19145.122442393633,Low,4.0
Male,,52,0,Healthcare,+20,38319.42652848369,High,
Male,Yes,43,1,Artist,10-20,22751.78188480724,Average,4.0
Male,No,58,0,Entertainment,0-5,31472.767792115035,Low,5.0
Female,Yes,24,0,Engineer,5-10,13400.085276848215,Low,5.0
Female,Yes,35,1,Engineer,5-10,36150.712554351616,High,4.0
Male,Yes,43,0,Artist,+20,30178.73988902652,Average,2.0
Female,No,24,1,Healthcare,0-5,22659.590255586074,Low,3.0
Female,Yes,27,0,Lawyer,5-10,25802.21144344218,Low,1.0
Female,No,31,0,Engineer,5-10,25075.889754783,Low,4.0
Female,No,59,0,Entertainment,5-10,14823.891619286445,Low,2.0
Male,Yes,49,0,Executive,+20,28318.323297969655,High,5.0
Female,Yes,29,1,Artist,0-5,23772.445161468637,Average,5.0
Male,No,53,0,Marketing,5-10,21226.620732183026,Low,3.0
Male,No,18,0,Marketing,0-5,11732.575525522163,Low,2.0
Male,No,54,0,Healthcare,+20,53886.78449902175,Low,4.0
Female,Yes,40,1,Lawyer,0-5,34694.12900029095,High,2.0
Female,Yes,46,0,Engineer,+20,27539.544811127085,Average,2.0
Male,No,47,0,Healthcare,+20,26359.40270975716,Low,6.0
Female,No,51,1,Artist,10-20,21457.739018492786,Low,3.0
Male,Yes,36,0,Marketing,10-20,14627.823698609556,Low,2.0
Male,Yes,37,1,Artist,10-20,17505.55736967378,Low,1.0
Female,No,54,1,Artist,5-10,51791.46670432774,Low,1.0
Male,No,38,0,Healthcare,10-20,23669.135946657334,Low,3.0
Male,No,30,1,Healthcare,0-5,25376.31543626995,Low,4.0
Male,Yes,31,0,Executive,10-20,21052.42767409836,High,3.0
Male,Yes,32,1,Artist,5-10,20841.90813141628,Average,3.0
Female,Yes,40,0,Artist,10-20,32293.054624648485,Average,4.0
Female,Yes,23,0,Doctor,0-5,16348.422355973707,Average,9.0
Male,No,48,0,Healthcare,+20,32304.34224527075,Low,4.0
Female,No,28,1,Artist,0-5,26162.239024285154,Low,3.0
Female,No,31,0,Artist,10-20,16309.119393288243,Low,2.0
Male,Yes,33,0,Executive,10-20,24339.43439515916,High,2.0
Female,No,48,0,Healthcare,10-20,21093.15799342598,Low,4.0
Female,Yes,24,1,Lawyer,0-5,28958.61721293602,Low,
Male,Yes,49,1,Artist,+20,22016.55448028531,Average,3.0
Female,No,24,0,Marketing,0-5,16491.509591850605,Low,5.0
Female,No,47,1,Engineer,5-10,41996.66903754377,Low,3.0
Female,Yes,24,0,Artist,0-5,12257.546074712855,Low,2.0
Female,,26,1,Doctor,0-5,22358.916750664168,High,8.0
Male,Yes,22,1,Artist,0-5,15574.430655655064,Low,1.0
Male,Yes,25,1,Artist,0-5,16964.017367062013,Average,3.0
Male,Yes,40,1,Executive,10-20,47602.87166461768,High,3.0
Female,No,51,1,Entertainment,+20,49721.475218037696,Low,2.0
Male,Yes,21,1,Executive,0-5,27636.740401311115,High,2.0
Male,Yes,46,1,Artist,10-20,37103.43361606381,Average,2.0
Male,Yes,54,1,Artist,+20,43043.3256522152,Average,2.0
Male,No,51,1,Healthcare,+20,47273.6818435697,Low,2.0
Male,Yes,55,1,Artist,5-10,28164.291565086292,Low,2.0
Female,No,50,0,Entertainment,5-10,32497.545714745847,Low,1.0
Male,Yes,48,1,Artist,10-20,30925.60019928381,Low,1.0
Female,Yes,46,0,Artist,5-10,29832.47138599157,High,5.0
Female,No,48,0,Engineer,+20,17277.76699880405,Low,3.0
Male,Yes,36,0,Entertainment,5-10,17300.575783355933,Low,2.0
Female,No,55,1,Artist,10-20,18522.099220943703,Low,1.0
Male,Yes,22,1,Artist,10-20,15874.879568946119,Low,1.0
Female,Yes,39,1,Engineer,5-10,43990.370934621744,Average,2.0
Female,No,22,0,Healthcare,0-5,15344.9146032105,Low,3.0
Female,No,35,1,Doctor,5-10,25434.074967193174,Low,1.0
Female,No,36,1,Healthcare,5-10,34533.66476746141,Low,2.0
Male,Yes,54,1,Entertainment,5-10,43939.76593069614,Average,2.0
Female,No,30,0,Healthcare,0-5,16708.707623848644,Low,3.0
Female,No,58,1,Engineer,5-10,74402.65474619507,Low,1.0
Male,Yes,26,1,Entertainment,5-10,16785.237171495413,Low,2.0
Male,Yes,44,1,Entertainment,5-10,26598.664394232746,High,3.0
Male,No,51,1,Artist,+20,46734.1549872,Low,6.0
Female,No,57,1,Artist,+20,38981.98422037131,Low,4.0
Male,No,56,0,Healthcare,5-10,18770.93122077906,Low,4.0
Male,Yes,21,0,Engineer,0-5,14902.116784567084,Average,5.0
Female,Yes,30,1,Doctor,0-5,23240.465323278957,Average,4.0
Female,Yes,23,1,Lawyer,0-5,28169.66207658968,High,2.0
Male,Yes,59,1,Artist,+20,31427.436542119503,High,4.0
Male,Yes,33,0,Executive,10-20,22133.416179051692,Average,4.0
Male,Yes,32,1,Lawyer,5-10,26895.09558290327,High,
Male,No,56,0,Doctor,+20,22848.842072163807,Low,4.0
Male,Yes,53,0,Artist,+20,11537.474719000818,Average,6.0
Male,Yes,49,1,Lawyer,+20,30485.42870450775,High,2.0
Male,Yes,20,0,Executive,0-5,24215.260827922626,High,2.0
Male,Yes,25,0,Artist,0-5,10896.344893692418,Low,2.0
Male,No,58,1,Healthcare,+20,27475.997169252725,Low,5.0
Male,Yes,23,1,Healthcare,0-5,22419.71683225452,Low,2.0
Female,No,41,0,Healthcare,10-20,34464.65610801587,Low,3.0
Male,Yes,37,0,Healthcare,10-20,26737.640269390467,Average,4.0
Male,Yes,26,0,Entertainment,10-20,15816.142909300645,Average,3.0
Female,No,59,0,Doctor,5-10,57737.09079961065,Low,4.0
Female,Yes,47,0,Engineer,+20,42213.49214983938,Average,4.0
Female,Yes,23,0,Engineer,5-10,13683.128320221575,Average,5.0
Female,Yes,28,0,Marketing,5-10,19755.690236763527,Low,
Male,Yes,50,1,Artist,5-10,36990.66885810525,Average,2.0
Male,Yes,31,1,Artist,10-20,21274.10844203771,Low,1.0
Female,No,33,0,Entertainment,+20,29609.389951813853,Low,1.0
Male,Yes,44,1,Artist,5-10,40092.06435893814,Low,1.0
Female,No,20,1,Engineer,0-5,18396.348578362595,Low,4.0
Male,No,50,1,Artist,+20,28400.071684441966,Low,2.0
Female,Yes,32,1,Doctor,5-10,22141.387899380003,Average,3.0
Male,Yes,52,1,Entertainment,+20,47021.49916457096,Low,2.0
Male,Yes,18,1,Entertainment,0-5,18348.436118167658,Low,5.0
Female,No,39,1,Healthcare,+20,38466.39555555938,Low,2.0
Female,No,28,1,Doctor,0-5,22169.661089909656,Low,1.0
Female,Yes,34,1,Artist,10-20,33255.80966731289,High,4.0
Male,Yes,59,1,Healthcare,10-20,50070.032452298896,High,4.0
Female,Yes,53,1,Artist,+20,57627.67968715162,Low,2.0
Male,No,32,1,Doctor,5-10,37560.61788593311,Low,2.0
Male,No,34,0,Healthcare,0-5,17924.591041803335,Low,4.0
Male,Yes,23,1,Entertainment,0-5,23198.315478402637,Average,3.0
Male,No,54,0,Healthcare,10-20,17074.70878631557,Low,6.0
Male,Yes,42,0,Executive,10-20,49040.427459240585,High,3.0
Female,No,22,1,Artist,0-5,15761.439085620776,Low,2.0
Male,Yes,56,1,Entertainment,+20,35555.02886463334,Average,5.0
Male,No,46,1,Entertainment,10-20,21301.666226397945,Low,5.0
Male,Yes,59,1,Artist,+20,39297.17917814834,Low,2.0
Female,No,24,0,Homemaker,0-5,12864.868115794921,Low,
Male,No,25,1,Healthcare,0-5,18663.21951392788,Low,4.0
Male,Yes,29,1,Artist,0-5,16259.436048499465,Low,4.0
Male,Yes,19,1,Lawyer,0-5,23278.719444739043,High,2.0
Male,No,21,0,Healthcare,5-10,12985.520982753158,Low,5.0
Male,No,28,0,Doctor,0-5,21216.6326702608,Low,6.0
Female,Yes,56,1,Artist,5-10,66253.80805478425,Average,3.0
Female,Yes,40,1,Lawyer,+20,27824.15231851161,High,
Female,Yes,27,0,Artist,0-5,19250.796203458573,Average,5.0
Male,Yes,42,1,Artist,10-20,20853.160662134527,Low,3.0
Male,No,46,1,Artist,+20,40540.64400562535,Low,3.0
Male,Yes,54,1,Artist,5-10,65078.15738744633,Low,2.0
Male,Yes,54,0,Artist,+20,38211.342953544925,Low,4.0
Male,Yes,34,1,Artist,5-10,25124.59395624322,Average,3.0
Male,No,21,0,Healthcare,5-10,14258.055671767497,Low,4.0
Female,No,20,1,Homemaker,5-10,18669.344654864155,Low,4.0
Female,No,29,1,Healthcare,0-5,21174.238617326897,Low,3.0
Male,Yes,49,0,Entertainment,+20,46603.366339463966,Average,6.0
Female,Yes,47,1,Artist,5-10,38810.64937961725,Average,2.0
Male,Yes,53,0,Executive,+20,69335.55913335858,Low,4.0
Female,No,52,1,Engineer,+20,26533.96590705227,Low,1.0
Female,No,40,0,Engineer,10-20,17532.371610193386,Low,3.0
Male,Yes,46,1,,5-10,,Average,2.0
Female,No,52,0,Marketing,10-20,46280.40424152752,Low,4.0
Female,Yes,39,1,Lawyer,10-20,31609.37387938579,High,2.0
Female,No,53,0,Healthcare,+20,28533.014364282313,Low,5.0
Male,Yes,21,1,Doctor,5-10,26312.574742570076,Average,2.0
Female,Yes,49,1,Artist,5-10,51376.64983873909,Average,2.0
Male,Yes,21,1,Artist,5-10,17745.38791654704,Average,4.0
Male,Yes,50,1,Artist,10-20,22881.974157412355,Low,3.0
Female,No,32,1,Artist,10-20,24594.678955079264,Low,1.0
Female,Yes,58,1,Artist,+20,42918.9104048751,Low,4.0
Male,Yes,43,1,Artist,10-20,32263.71876440307,Average,5.0
Male,Yes,24,1,Lawyer,5-10,27141.013621231687,Low,2.0
Female,No,34,1,Healthcare,10-20,19728.021363924396,Low,3.0
Female,Yes,51,1,Artist,+20,41058.89437259367,Average,4.0
Female,Yes,51,0,Artist,5-10,39688.06856561048,Average,3.0
Female,Yes,18,1,Lawyer,5-10,24437.659278036284,Low,2.0
Male,Yes,57,1,Artist,10-20,30633.942333160066,Average,2.0
Female,Yes,49,1,Artist,10-20,50654.3762211793,Average,2.0
Male,No,56,1,Healthcare,+20,29584.503739919346,Low,2.0
Female,Yes,56,1,Artist,5-10,19081.311927528433,Low,1.0
Female,No,36,0,Homemaker,10-20,20638.664380816423,Low,1.0
Male,Yes,50,0,Lawyer,+20,53644.36406522028,High,2.0
Male,Yes,36,1,Lawyer,0-5,40160.71203900213,Low,1.0
Male,Yes,47,1,Artist,+20,48594.69141355473,Average,3.0
Female,No,34,1,Artist,10-20,25011.762865626162,Low,1.0
Female,Yes,18,1,Artist,5-10,15663.006782674845,Low,
Male,Yes,24,0,Lawyer,0-5,20381.024389305927,Low,1.0
Male,Yes,36,1,Doctor,10-20,31748.011671865712,Low,3.0
Male,Yes,34,1,Doctor,10-20,39417.93764111855,Average,3.0
Male,Yes,41,1,Artist,5-10,16712.625541035675,Average,2.0
Male,Yes,59,1,Entertainment,10-20,65511.32458895424,Low,
Male,No,29,0,Healthcare,0-5,25015.117687397462,Low,2.0
Male,Yes,42,1,Artist,5-10,35274.0752596909,Low,2.0
Female,No,26,0,Engineer,10-20,16836.575662268737,Low,5.0
Male,Yes,19,1,Artist,5-10,13952.2479765725,Average,3.0
Male,Yes,38,1,Artist,10-20,33569.99001472075,Low,3.0
Female,Yes,34,1,Artist,10-20,14911.755292994434,High,4.0
Female,No,30,1,Doctor,0-5,33208.188518028,Low,3.0
Male,Yes,38,1,Artist,5-10,25853.145651477433,Average,2.0
Male,Yes,48,1,Entertainment,10-20,20937.04675815717,Low,1.0
Female,No,35,1,Artist,10-20,26733.935395363304,Low,1.0
Male,Yes,19,0,Entertainment,0-5,13583.885961811098,Average,4.0
Male,Yes,21,0,Lawyer,5-10,16654.681290007593,High,2.0
Male,Yes,55,1,Entertainment,+20,65034.61224416626,Average,4.0
Female,No,23,0,Healthcare,0-5,14247.139393264084,Low,7.0
Female,Yes,34,1,Lawyer,10-20,41089.09600908152,High,2.0
Male,Yes,27,1,Artist,0-5,17519.849652320474,Average,2.0
Female,No,23,0,Lawyer,0-5,23801.095572756873,Low,2.0
Male,No,56,0,Marketing,+20,17471.71498222711,Low,4.0
Female,Yes,38,0,Engineer,5-10,14397.926774200934,High,1.0
Male,No,18,1,Healthcare,0-5,18296.605295677065,Low,4.0
Male,No,57,0,Entertainment,+20,64157.78776214767,Low,4.0
Female,No,34,0,Healthcare,10-20,22707.272747196715,Low,3.0
Male,Yes,51,1,Engineer,10-20,50939.36156786094,Low,2.0
Male,No,55,1,Artist,+20,47877.99266635266,Low,3.0
Female,No,42,0,Healthcare,10-20,24653.89625309039,Low,3.0
Male,Yes,34,1,Engineer,10-20,26027.92101732186,Average,3.0
Female,Yes,47,0,Artist,10-20,12381.257552132396,Average,3.0
Female,No,45,1,Artist,5-10,25237.923216248226,Low,2.0
Male,Yes,32,1,Healthcare,5-10,18126.836985412065,Low,5.0
Male,No,54,0,Healthcare,5-10,196936.71761763137,Low,5.0
Male,Yes,24,1,Entertainment,0-5,16327.319229486979,Average,2.0
Male,Yes,55,0,Artist,+20,36686.65887668391,Low,1.0
Male,Yes,52,0,Executive,+20,51338.130631543856,Low,5.0
Male,Yes,29,0,Artist,0-5,18433.422962831286,Average,3.0
Male,Yes,41,1,Artist,5-10,25013.66449177354,Average,3.0
Male,,49,0,Lawyer,+20,29995.334581248,High,2.0
Male,Yes,42,0,Healthcare,10-20,37671.47748134553,Low,7.0
Female,No,58,1,Healthcare,5-10,36580.367264875895,Low,
Female,Yes,32,1,Artist,10-20,22682.286096729447,Average,2.0
Male,No,49,0,Artist,10-20,13245.403058115471,Low,4.0
Female,No,19,1,Artist,0-5,16476.595998741577,Low,1.0
Female,No,54,1,Healthcare,+20,40044.275155331554,Low,4.0
Male,Yes,19,0,Lawyer,0-5,19829.409863522807,Low,1.0
Female,Yes,52,0,Engineer,+20,28233.894729380925,Low,2.0
Female,Yes,22,0,Engineer,0-5,18052.02540331619,Low,4.0
Male,Yes,41,1,Artist,5-10,29614.591630960218,Average,3.0
