,Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
510,510,9925,1981,PhD,Together,39665.0,1,0,25-05-2013,97,116.84,50.23574801576017,115.68,104.5,67.56284122677957,3,4,2,3,7,1,0,0,0,0,0,3,11,0
511,511,4320,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,152.8,37.87742278372573,96.79,60.34,36.27544691742126,1,6,4,12,3,0,0,0,0,0,0,3,11,0
512,512,5389,1964,Graduation,Married,48920.0,0,2,20-10-2013,93,140.32,57.4255736774597,133.09,79.02,55.9254638165818,3,6,2,5,7,0,1,0,0,0,0,3,11,0
513,513,6036,1959,Master,Together,89120.0,0,0,17-03-2014,78,154.41,50.70438055018734,127.46,86.22,46.779688356008336,1,5,6,7,1,0,0,1,0,0,0,3,11,0
514,514,182,1946,PhD,Together,44124.0,0,1,11-05-2013,62,113.45,50.98571508849444,118.92,86.25,57.644665171631736,4,6,2,5,8,0,0,0,0,0,0,3,11,0
515,515,203,1975,Master,Single,81169.0,0,0,14-04-2013,47,155.97,41.771807822828215,97.6,69.24,39.04489941266395,1,5,7,9,2,0,0,0,0,0,0,3,11,0
516,516,11025,1961,Graduation,Married,36443.0,1,1,03-02-2013,9,113.06,45.32760612394577,119.35,70.43,49.34941430740479,4,3,1,3,8,0,0,0,0,0,0,3,11,0
517,517,10203,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,117.36,38.86577664863954,96.28,64.18,36.39367581432611,1,1,0,3,7,0,0,0,0,0,0,3,11,0
518,518,4607,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,123.66,48.28372761608236,103.69,73.56,46.72422420146169,1,4,5,7,2,0,0,0,0,0,0,3,11,0
519,519,3711,1944,Master,Married,80184.0,0,0,01-03-2014,19,140.46,47.34967222593266,103.06,72.44,36.61055735757674,1,6,3,10,3,0,0,1,1,0,0,3,11,0
520,520,3696,1965,Graduation,Divorced,30630.0,1,1,27-01-2014,67,102.56,31.35112521561646,99.82,60.6,65.44138698624838,2,2,0,3,7,0,0,0,0,0,0,3,11,0
521,521,2532,1987,Master,Single,73454.0,0,0,01-03-2014,95,165.33,35.73795238999982,99.88,81.61,46.86044493999203,1,2,4,6,5,1,0,0,0,0,0,3,11,0
522,522,9214,1991,Graduation,Married,42691.0,0,0,16-08-2013,48,114.73,52.82589424775591,86.3,74.57,32.856280564720336,1,5,1,6,5,0,0,0,0,0,0,3,11,0
523,523,4943,1953,Graduation,Married,70503.0,0,0,30-09-2012,73,144.21,37.639723832148775,110.08,86.73,51.45855893642054,1,2,4,9,6,0,1,1,0,0,0,3,11,0
524,524,35,1987,Graduation,Married,25545.0,1,0,08-09-2012,35,105.03,56.57906093897298,95.82,70.71,42.743859617310655,3,2,2,3,6,0,0,0,0,0,0,3,11,1
525,525,2258,1986,Graduation,Married,32880.0,1,0,04-12-2012,76,128.49,49.43176078050036,108.69,84.76,50.7452279544729,1,1,0,3,8,0,0,0,0,0,0,3,11,0
526,526,4322,1958,PhD,Together,77863.0,0,0,27-11-2013,20,127.41,45.98635914348059,112.63,87.16,46.997063871153614,1,4,5,10,2,0,0,0,0,0,0,3,11,0
527,527,713,1977,Master,Married,50353.0,0,0,08-06-2014,72,121.61,45.78025705617397,106.9,80.3,35.6145080512666,1,4,4,6,3,0,0,0,0,0,0,3,11,0
528,528,4702,1964,Graduation,Single,61839.0,0,0,12-08-2012,20,137.34,35.7279186238226,76.06,52.93,26.380489398659464,1,4,8,4,8,0,0,0,0,0,0,3,11,0
529,529,3281,1960,PhD,Married,49154.0,1,1,03-11-2013,69,149.98,54.18386512862857,140.19,100.55,83.78662674614036,6,4,1,8,6,0,0,0,0,0,0,3,11,0
530,530,702,1975,2n Cycle,Widow,47682.0,0,1,15-02-2013,80,108.81,24.576691351484705,86.41,61.06,42.71341973691684,4,4,3,8,5,0,0,0,0,0,0,3,11,0
531,531,2004,1969,Graduation,Single,72679.0,0,1,18-09-2013,65,154.98,43.11739307462241,111.01,73.26,46.92521212214604,1,4,7,5,1,0,0,0,0,0,0,3,11,0
532,532,4769,1977,Master,Together,57954.0,1,1,18-06-2014,52,133.07,62.4394205065373,141.44,84.11,67.18598820036584,7,8,2,6,7,0,1,0,0,0,0,3,11,0
533,533,4437,1962,Graduation,Married,65316.0,1,1,24-04-2013,65,165.35,53.68963395031489,143.09,76.52,68.29052769818398,2,3,2,5,4,0,0,0,0,0,0,3,11,0
534,534,8724,1982,Graduation,Single,28567.0,1,0,17-06-2013,57,121.89,40.17742943388012,89.33,70.31,37.55545604269422,2,2,0,3,6,0,0,0,0,0,0,3,11,0
535,535,10741,1951,Master,Together,47352.0,0,1,11-04-2013,70,117.7,43.55296183439904,123.41,70.73,47.81836469911176,4,6,1,5,7,0,0,0,0,0,0,3,11,0
536,536,1991,1967,Graduation,Together,44931.0,0,1,18-01-2014,0,94.04,52.51086017203394,91.04,57.67,44.20766088026268,1,2,1,3,5,0,0,0,0,0,0,3,11,0
537,537,6931,1967,Graduation,Divorced,76982.0,0,0,15-02-2014,19,109.17,23.729187189910167,69.38,48.43,34.07538133619728,1,8,3,4,4,0,0,1,0,0,0,3,11,1
538,538,11096,1952,2n Cycle,Together,57247.0,0,1,08-08-2013,50,101.06,30.550429764295547,93.73,79.12,44.7173686773142,2,2,1,7,2,0,0,0,0,0,0,3,11,0
539,539,304,1981,Master,Single,22944.0,1,0,23-12-2013,67,122.31,34.46954861468041,103.82,66.52,40.69802073172823,3,3,0,3,7,0,0,0,0,0,0,3,11,0
540,540,3665,1977,2n Cycle,Together,25315.0,1,0,07-11-2013,46,70.95,28.505540942359488,74.08,63.3,37.98557178581826,3,3,0,3,8,0,0,0,0,0,0,3,11,0
541,541,10591,1969,Graduation,Widow,43638.0,0,1,06-08-2012,37,148.12,35.9487592319972,83.92,50.74,38.40830288943544,2,4,1,4,7,0,0,0,0,0,0,3,11,0
542,542,5036,1984,PhD,Single,42710.0,1,0,28-11-2012,38,126.67,31.19031036216528,108.13,70.58,49.222991890247776,2,4,5,3,6,0,0,0,0,0,0,3,11,0
543,543,5547,1982,PhD,Married,84169.0,0,0,07-08-2013,9,153.74,54.01444178023255,96.58,97.24,48.75693889999479,1,7,6,6,3,0,1,1,0,0,0,3,11,1
544,544,7822,1976,Graduation,Together,54058.0,0,1,04-06-2013,56,144.76,50.88655058300078,127.41,84.38,61.587391021333744,2,4,6,8,3,0,0,0,0,0,0,3,11,0
545,545,8541,1990,2n Cycle,Married,24683.0,1,0,08-03-2014,98,75.21,27.813636005013,74.63,67.74,44.69833440472557,2,2,0,4,5,0,0,0,0,0,0,3,11,0
546,546,10955,1964,Graduation,Widow,85620.0,0,0,07-01-2014,68,159.88,36.3443342135718,88.92,90.9,50.16874042343836,1,3,6,4,1,0,0,0,0,0,0,3,11,1
547,547,4368,1980,Graduation,Married,47850.0,1,0,03-12-2013,72,123.64,53.38254576052872,108.74,82.31,60.18161097045611,1,3,0,4,6,0,0,0,0,0,0,3,11,0
548,548,9671,1968,Graduation,Married,19514.0,1,1,26-01-2014,47,110.05,44.5759420464557,107.39,79.48,52.52352056507118,4,3,1,2,8,1,0,0,0,0,0,3,11,1
549,549,2256,1973,Master,Married,27159.0,1,1,29-03-2014,33,124.25,56.9456118542399,116.57,71.94,61.64095996541793,2,1,0,3,6,0,0,0,0,0,0,3,11,0
550,550,4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,116.66,24.40404926418043,101.97,59.78,44.9596746071757,2,1,1,3,3,0,0,0,0,0,0,3,11,0
551,551,5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,104.3,38.79450121897777,58.13,53.06,34.63520541800212,2,3,1,2,7,1,0,0,0,0,0,3,11,1
552,552,9240,1971,PhD,Single,60504.0,0,1,07-02-2014,73,168.94,40.979410191613006,131.99,79.81,59.17832699167229,2,6,2,8,6,0,0,0,0,0,0,3,11,0
553,553,9460,1963,Graduation,Married,22419.0,0,0,18-04-2013,74,105.36,41.07558180541281,88.5,57.56,42.9234130421236,1,3,2,2,8,0,0,0,0,0,0,3,11,0
554,554,9504,1949,Master,Married,81698.0,0,0,06-11-2013,4,140.82,48.15138791211906,89.71,75.31,41.04307188686672,1,3,8,13,1,0,0,0,0,0,0,3,11,1
555,555,8692,1952,Graduation,Together,43462.0,1,1,12-09-2012,50,126.38,50.70194097372219,118.39,90.73,60.9732059418505,6,4,1,5,8,0,0,0,0,0,0,3,11,0
556,556,448,1978,PhD,Single,54880.0,1,0,01-03-2013,57,140.29,37.43054765163834,107.21,87.55,56.8559170688513,2,6,2,11,5,0,0,0,0,0,0,3,11,0
557,557,8314,1982,Graduation,Married,79908.0,0,0,05-04-2013,30,146.75,54.53474964989599,107.2,62.52,38.35016520827545,1,5,6,7,2,0,0,1,0,0,0,3,11,0
558,558,8420,1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,42.43,24.56065950686572,40.94,51.87,19.390516325969564,2,2,0,4,5,0,0,0,0,0,0,3,11,0
559,559,3174,1959,Graduation,Together,87771.0,0,1,22-05-2013,61,175.63,53.39907173434607,130.34,96.19,57.588106705001984,1,5,10,4,6,0,1,1,1,1,0,3,11,1
560,560,7685,1978,Graduation,Married,33039.0,1,0,09-09-2013,4,110.62,41.382727389187416,90.21,49.15,43.90490851481326,1,2,0,4,5,0,0,0,0,0,0,3,11,0
561,561,3179,1980,Graduation,Single,81741.0,0,0,16-06-2013,75,151.29,35.947746795352344,100.03,71.72,37.15697455618271,0,6,6,7,2,0,0,0,0,0,0,3,11,0
562,562,9780,1971,Master,Together,71499.0,0,1,25-06-2013,12,141.95,54.24759986704369,121.67,77.63,48.970829566598994,2,8,3,13,4,0,0,0,0,0,0,3,11,0
563,563,10681,1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,102.48,29.10205970681297,91.15,65.86,30.5682467057256,5,6,3,12,4,0,0,0,0,0,0,3,11,0
564,564,10232,1963,PhD,Divorced,48799.0,0,1,05-11-2013,9,102.0,29.39668590389472,78.44,52.33,41.518610209264665,3,3,2,7,3,0,0,0,0,0,0,3,11,0
565,565,4184,1950,PhD,Together,52157.0,0,1,07-06-2014,48,112.49,42.61965120337474,139.8,106.09,61.4754523411975,2,3,2,5,4,0,0,0,0,0,0,3,11,0
566,566,9120,1962,Graduation,Single,66565.0,0,1,05-12-2012,80,151.19,36.821793331339606,113.22,60.34,54.52096125307538,4,4,2,9,8,0,0,0,0,0,0,3,11,0
567,567,891,1951,Master,Together,29298.0,1,1,07-09-2013,60,115.62,49.34875372550268,118.96,84.02,58.88941390397872,1,1,0,2,5,0,0,0,0,0,0,3,11,0
568,568,10381,1979,Graduation,Single,47691.0,0,1,05-07-2013,43,134.55,40.12363462776925,115.82,65.6,44.77735262716562,1,1,0,2,6,0,0,0,0,0,0,3,11,0
569,569,3525,1970,Graduation,Together,38200.0,1,1,07-12-2012,19,108.68,48.67723293809284,118.4,84.77,61.282146984590206,1,1,0,2,7,0,0,0,0,0,0,3,11,0
570,570,6818,1974,Graduation,Married,44989.0,0,1,12-09-2012,26,112.81,42.22011096948238,118.25,81.19,46.66599191933337,5,5,1,5,6,0,0,0,0,0,0,3,11,0
571,571,3526,1968,PhD,Married,38443.0,1,1,27-01-2014,58,140.58,53.67402042507601,140.91,98.2,74.57877962193196,2,1,0,3,7,0,0,0,0,0,0,3,11,0
572,572,8181,1978,2n Cycle,Single,38593.0,1,0,13-09-2013,42,94.01,20.327793318230828,60.47,48.29,42.44703373073901,3,4,1,3,8,0,0,0,0,0,0,3,11,0
573,573,1029,1970,PhD,Together,64413.0,0,1,01-08-2013,27,142.66,52.26045912179151,138.25,87.63,56.57832040947815,1,5,1,5,5,0,0,0,0,0,0,3,11,0
574,574,7369,1981,Master,Married,36959.0,1,0,02-10-2013,56,127.24,44.56716585387936,107.21,97.35,50.71896893409175,2,2,0,3,8,0,0,0,0,0,0,3,11,0
575,575,2574,1977,PhD,Married,61996.0,0,1,31-01-2013,27,133.19,48.91850810449459,126.8,92.8,59.19527627053849,3,6,4,8,5,0,1,0,1,1,0,3,11,1
576,576,8159,1968,Graduation,Married,51287.0,1,1,01-04-2014,10,132.85,57.03562183864673,118.54,82.98,56.08427247970714,3,4,1,3,7,0,0,0,0,0,0,3,11,0
577,577,1160,1970,Graduation,Married,13260.0,1,1,23-08-2013,48,106.42,48.12739333655428,116.84,63.04,63.90712072850057,4,3,0,3,8,0,0,0,0,0,0,3,11,0
578,578,10242,1966,PhD,Together,47472.0,1,1,16-09-2013,39,142.03,51.12457253889596,137.9,89.2,81.03651588394489,2,2,0,4,5,0,0,0,0,0,0,3,11,0
579,579,5253,1956,Master,Together,54603.0,1,1,09-07-2013,85,149.91,46.052438024950376,135.13,105.15,61.34362066674304,6,4,2,4,7,0,0,0,0,0,0,3,11,0
580,580,5966,1974,PhD,Married,45207.0,1,1,10-11-2012,64,138.31,48.06651835699833,134.77,96.02,74.65397334724449,5,3,1,6,6,0,1,0,0,0,0,3,11,0
581,581,5314,1951,Graduation,Together,40689.0,0,1,18-03-2013,69,122.72,50.78501571510604,113.54,66.1,53.01622544081559,7,7,1,5,8,0,0,0,0,0,0,3,11,0
582,582,5081,1967,2n Cycle,Together,47821.0,1,1,20-10-2013,54,97.74,39.27922634583797,103.26,78.84,56.70709610706142,1,1,0,3,8,0,0,0,0,0,0,3,11,0
583,583,5123,1951,Master,Married,27450.0,0,0,15-04-2013,57,112.23,43.6614185745898,88.48,78.88,38.95279667450201,1,2,1,3,7,0,0,0,0,0,0,3,11,0
584,584,5756,1983,Graduation,Together,39453.0,1,0,03-04-2014,64,131.97,43.84985382537086,111.23,90.17,49.97865665515309,2,2,0,3,6,0,0,0,0,0,0,3,11,0
585,585,8036,1971,2n Cycle,Together,26850.0,1,1,18-04-2014,10,77.02,43.10616851117202,80.16,47.86,41.31317680797768,4,2,1,4,4,0,0,0,0,0,0,3,11,0
586,586,9058,1955,Graduation,Widow,79800.0,0,0,23-09-2012,65,161.76,35.79496151049395,116.67,89.2,35.33068616828301,1,5,11,5,3,1,0,1,1,0,0,3,11,1
587,587,5057,1961,Master,Married,61794.0,0,1,14-09-2013,74,152.32,50.36203434960523,140.17,97.18,57.71097578290933,2,4,4,10,2,0,0,0,0,0,0,3,11,0
588,588,254,1955,Graduation,Together,53863.0,0,1,17-05-2014,4,106.86,43.70660821483007,92.09,71.86,49.20443697972081,3,7,1,7,7,0,1,0,0,0,0,3,11,0
589,589,4179,1959,Graduation,Together,24221.0,0,0,20-08-2013,94,89.58,41.27459789740515,92.51,84.73,40.270266271898464,1,1,1,3,4,0,0,0,0,0,0,3,11,0
590,590,3710,1984,PhD,Single,39684.0,1,0,12-10-2012,41,98.97,21.63131150654529,79.78,59.98,42.74118812570673,2,2,1,2,7,0,0,0,0,0,1,3,11,1
591,591,7627,1975,Master,Married,92163.0,0,0,12-12-2012,25,166.0,48.20961952183038,112.83,86.63,50.674683639636925,0,5,11,5,2,0,0,1,1,0,0,3,11,1
592,592,4501,1965,Master,Single,69882.0,0,0,10-11-2013,94,157.16,26.53017905699604,108.68,70.68,40.03545896362898,1,3,7,9,1,0,0,0,0,0,0,3,11,0
593,593,6424,1977,Graduation,Together,33178.0,1,0,30-01-2014,9,87.16,45.71364823443035,93.79,60.62,40.3094709469723,1,1,0,3,4,0,0,0,0,0,0,3,11,0
594,594,3075,1972,PhD,Married,59973.0,0,0,11-09-2013,47,120.78,44.95036186725769,110.0,89.17,52.25988443564968,1,3,4,7,1,0,0,0,0,0,0,3,11,0
595,595,4992,1975,Master,Together,17459.0,1,0,19-09-2013,12,74.36,46.15649890084632,87.98,70.02,33.27358417554623,3,3,1,2,7,0,0,0,0,0,0,3,11,1
596,596,5252,1969,Graduation,Divorced,23910.0,1,0,26-10-2012,80,89.4,19.36382184828053,65.35,59.69,49.808922183860815,1,2,0,3,7,0,0,0,0,0,0,3,11,0
597,597,7444,1969,Master,Married,42169.0,1,1,19-10-2013,20,127.62,43.5378712469024,121.36,79.05,68.90675770644721,2,1,0,3,8,0,0,0,0,0,0,3,11,0
598,598,6919,1978,2n Cycle,Married,26224.0,1,0,04-06-2013,39,78.39,27.107349715000076,65.6,75.3,41.124551598573774,3,2,1,3,6,0,0,0,0,0,0,3,11,0
599,599,3537,1981,Graduation,Together,31089.0,1,0,17-08-2012,57,119.47,46.296575206210456,94.72,74.11,53.6482053375359,3,3,0,4,8,0,0,0,0,0,0,3,11,0
600,600,10277,1961,Graduation,Single,30081.0,0,1,21-02-2013,27,124.6,33.18781364688521,94.18,49.07,41.82850236711043,1,1,0,3,7,0,0,0,0,0,0,3,11,0
601,601,2453,1960,Graduation,Together,62807.0,0,1,31-08-2012,83,134.07,44.64202303221164,119.43,82.83,53.17673335728772,3,5,3,12,5,0,0,0,0,0,0,3,11,0
602,602,7972,1955,Graduation,Single,72906.0,0,0,17-09-2013,79,139.9,26.59626877464328,102.81,74.42,34.74280144974313,1,3,4,9,1,0,0,0,0,0,0,3,11,0
603,603,895,1948,PhD,Married,61467.0,0,2,09-12-2012,69,145.85,51.957112056272805,147.31,106.77,76.43687972330868,3,5,2,10,5,0,0,0,0,0,0,3,11,0
604,604,1177,1966,Master,Together,49618.0,1,1,26-01-2013,77,132.37,48.23857540300018,127.85,90.28,67.34471166023799,4,3,1,3,7,0,0,0,0,0,0,3,11,0
605,605,7141,1986,Master,Single,21888.0,1,0,29-12-2012,15,99.86,41.71943282820877,81.91,45.28,37.20492949128998,4,5,1,2,10,0,0,0,0,0,0,3,11,1
606,606,7232,1973,Graduation,Widow,42429.0,0,1,11-02-2014,99,141.39,33.378629493861204,107.45,77.49,38.968364278594464,2,1,1,3,5,0,0,0,0,0,0,3,11,0
607,607,8477,1956,Graduation,Divorced,26150.0,2,1,11-03-2013,61,104.81,32.742291699431945,92.95,56.38,65.27720037958781,1,1,0,3,7,0,0,0,0,0,0,3,11,0
608,608,2457,1975,Basic,Married,30801.0,0,1,26-10-2012,23,111.8,37.14103098164849,85.85,56.32,39.170462480650194,2,1,0,3,7,0,0,0,0,0,0,3,11,0
609,609,988,1965,Graduation,Married,81168.0,0,0,07-05-2014,84,143.3,45.09476856560988,105.73,84.83,48.72209491449088,1,6,4,7,3,0,0,0,1,0,0,3,11,0
610,610,7930,1969,Master,Single,26877.0,0,0,19-08-2013,74,107.3,38.42534036385267,90.11,49.01,33.183823736871545,2,3,1,6,6,0,0,0,0,0,0,3,11,0
611,611,4587,1944,Master,Widow,45006.0,0,0,18-07-2013,90,127.25,33.92341590023608,93.07,67.82,34.672456034985025,1,3,1,7,3,0,0,0,0,0,0,3,11,0
612,612,6682,1973,Basic,Married,18978.0,1,0,11-12-2012,41,100.16,26.27068224710276,70.48,61.9,34.236395311871775,1,1,0,3,8,0,0,0,0,0,0,3,11,0
613,613,6222,1967,Graduation,Married,22574.0,2,1,28-10-2013,28,110.93,46.15373696011165,118.88,78.96,73.10968113887935,2,2,0,3,7,0,0,0,0,0,0,3,11,0
614,614,10299,1969,PhD,Single,48240.0,0,0,09-11-2012,73,128.02,46.71263630731237,93.65,95.1,45.76435875997248,3,6,3,13,5,0,0,0,0,0,0,3,11,1
615,615,3083,1974,Graduation,Married,45837.0,1,1,26-07-2013,88,141.83,52.18970971496731,126.02,89.16,62.077539962072514,5,6,2,5,7,0,0,0,0,0,0,3,11,0
616,616,8953,1965,Master,Single,35791.0,2,1,06-05-2013,94,140.06,37.01297790493598,132.04,82.61,71.16071995053838,2,1,0,3,8,0,0,0,0,0,0,3,11,0
617,617,1503,1976,PhD,Together,162397.0,1,1,03-06-2013,31,221.31,73.18714706096617,178.5,137.11,94.34301318681302,0,0,0,1,1,0,0,0,0,0,0,3,11,0
618,618,8650,1978,Graduation,Widow,54162.0,1,1,18-03-2013,31,155.06,46.93033114217288,117.65,58.86,55.34733383333752,1,1,0,3,4,0,0,0,0,0,0,3,11,0
619,619,10862,1960,Master,Married,30522.0,0,1,17-08-2012,6,94.07,42.2580876315132,92.24,67.37,39.45276093962084,5,1,2,9,2,0,0,0,0,0,0,3,11,0
620,620,2782,1961,PhD,Married,54456.0,0,1,11-07-2013,23,136.0,47.25677794399113,113.91,83.26,65.86443948130032,3,6,1,7,6,0,0,0,0,0,0,3,11,0
621,621,6941,1971,Graduation,Single,31632.0,0,0,14-07-2013,92,137.63,37.80553443961153,75.18,73.49,29.755216668837768,1,2,1,2,7,0,0,0,0,0,0,3,11,0
622,622,10972,1949,Graduation,Widow,72298.0,0,0,10-03-2014,52,151.08,32.080829629808285,100.06,68.98,42.007033677080464,1,4,3,6,1,0,1,1,0,0,0,3,11,0
623,623,10708,1978,2n Cycle,Single,36975.0,1,0,28-12-2013,50,87.3,21.689626739653946,69.23,77.42,47.1682455730414,1,1,0,3,7,0,0,0,0,0,0,3,11,0
624,624,6583,1955,2n Cycle,Married,72635.0,0,0,03-06-2013,54,125.34,39.61542304059832,91.18,61.27,36.48184935147226,1,6,8,6,3,0,0,0,1,0,0,3,11,0
625,625,3641,1976,Graduation,Married,13624.0,1,0,20-01-2013,93,93.59,44.457345581149006,99.27,64.41,41.07875981929794,2,2,0,3,6,0,0,0,0,0,0,3,11,0
626,626,10156,1975,Graduation,Single,84196.0,0,1,03-06-2013,56,164.46,43.22294223018763,117.0,73.08,51.12988586038947,1,8,4,7,3,0,0,0,0,0,0,3,11,0
627,627,4299,1960,Graduation,Together,70971.0,0,1,21-09-2012,28,124.38,41.03977380474132,131.22,80.79,44.27860987927909,7,11,11,5,7,0,0,0,0,0,0,3,11,1
628,628,3469,1977,PhD,Divorced,34487.0,1,1,06-09-2012,94,107.94,27.74325218410814,93.0,72.7,66.7039621262862,3,3,0,3,9,0,0,0,0,0,0,3,11,0
629,629,5063,1977,Graduation,Single,28769.0,1,0,18-12-2012,76,130.59,41.833726050235285,93.79,71.76,39.65852567120037,3,4,1,4,9,0,0,0,0,0,0,3,11,0
630,630,10727,1970,PhD,Married,69084.0,1,0,19-11-2013,43,145.18,49.30878858770491,125.13,107.39,67.85630847514356,2,7,3,13,8,0,0,0,0,0,0,3,11,0
631,631,9624,1958,PhD,Together,65488.0,0,0,13-06-2014,46,110.61,49.086380699845606,109.56,99.32,60.63269070088408,1,3,4,6,1,0,0,0,0,0,0,3,11,0
632,632,5156,1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,99.97,27.58021633927365,91.29,59.17,39.46064548862441,5,6,3,12,4,0,0,0,0,0,0,3,11,0
633,633,4376,1960,2n Cycle,Single,32218.0,0,0,15-02-2014,27,81.75,19.34935641916134,69.91,37.67,18.620580696972063,1,2,1,3,7,1,0,0,0,0,0,3,11,1
634,634,8923,1973,Graduation,Single,83917.0,0,0,18-04-2013,12,145.48,36.042728012631066,90.09,66.6,36.13099210216065,1,6,7,7,3,0,0,0,0,0,0,3,11,1
635,635,8461,1962,Graduation,Divorced,46102.0,2,1,10-03-2014,3,115.21,28.61969434750014,90.11,49.04,56.495653532749465,1,1,0,2,7,0,0,0,0,0,0,3,11,0
636,636,6945,1952,Graduation,Single,84574.0,0,0,04-06-2013,72,167.24,34.951817786766824,100.13,83.48,45.039995122486346,1,9,11,11,5,0,0,0,0,0,0,3,11,0
637,637,944,1962,Graduation,Married,56181.0,0,1,08-01-2013,6,130.71,45.47634724223027,102.07,69.44,46.58406300913607,1,4,2,7,4,0,0,0,0,0,0,3,11,0
638,638,1907,1950,Master,Divorced,63120.0,0,1,28-09-2012,53,109.75,27.39517223191179,93.4,73.5,53.35554947426697,5,8,4,9,7,0,0,0,0,0,0,3,11,1
639,639,701,1971,Graduation,Married,73691.0,0,1,06-11-2013,58,156.47,54.96496585668159,124.87,80.21,52.89025388472867,2,6,2,8,2,1,0,0,0,0,0,3,11,0
640,640,3856,1960,Graduation,Together,63381.0,0,1,05-10-2012,78,151.42,46.42071233554287,133.84,89.12,57.471211609073166,4,4,5,13,2,0,0,0,0,0,0,3,11,0
641,641,4149,1948,PhD,Together,76140.0,0,0,13-05-2014,57,124.78,49.52312954002,120.45,98.83,53.1019354448496,1,5,9,6,2,0,0,0,0,0,0,3,11,0
642,642,2131,1959,PhD,Divorced,62859.0,0,1,30-12-2012,37,120.68,31.39209091169692,109.61,73.65,57.859957139071575,4,9,4,6,6,0,0,0,0,0,0,3,11,0
643,643,2942,1964,Graduation,Single,45906.0,0,1,07-05-2013,20,128.45,35.48707199909763,94.75,61.1,37.46743125548855,2,5,4,4,5,1,0,0,0,0,0,3,11,0
644,644,1173,1947,Master,Together,77632.0,0,0,10-03-2013,73,143.14,45.29271388541778,119.19,89.34,39.19670268378173,1,4,2,6,2,0,1,1,0,0,0,3,11,1
645,645,4381,1971,PhD,Married,46463.0,1,1,18-08-2013,56,153.34,52.10100981790797,143.67,106.1,80.1246495536608,7,3,1,6,6,0,0,0,0,0,0,3,11,0
646,646,4611,1970,Graduation,Together,105471.0,0,0,21-01-2013,36,172.21,53.77189516414319,119.8,79.38,44.09935817088332,0,9,8,13,3,0,0,1,1,0,0,3,11,1
647,647,3376,1970,Master,Divorced,55282.0,1,0,13-12-2013,9,97.61,24.9165506635823,68.22,44.6,34.78445831427366,1,3,1,6,4,0,0,0,0,0,0,3,11,0
648,648,4679,1977,Master,Married,78710.0,0,1,23-05-2014,42,159.68,62.408513722963605,144.16,92.14,55.74806473394838,3,7,6,12,4,0,0,0,0,0,0,3,11,0
649,649,10928,1958,Graduation,Together,66886.0,0,1,16-09-2013,28,126.35,46.83527790390848,109.38,71.08,55.108217652293824,2,7,1,7,5,0,0,0,0,0,0,3,11,0
650,650,4248,1960,Master,Single,98777.0,0,0,17-02-2014,23,163.51,37.50058533582656,99.52,66.64,34.466335306692166,0,4,6,9,1,0,1,0,0,0,0,3,11,0
651,651,6728,1985,Graduation,Together,29103.0,1,0,27-08-2012,38,113.25,38.19992463742928,95.24,80.23,52.56409397173695,2,1,0,3,9,0,0,0,0,0,0,3,11,0
652,652,6661,1974,Graduation,Married,67445.0,0,1,12-08-2012,63,134.28,41.67765947490391,117.68,89.95,58.24966344409506,5,9,6,12,6,0,0,0,0,0,0,3,11,0
653,653,4725,1950,PhD,Together,50616.0,0,1,13-04-2014,71,127.51,58.395242782890776,133.87,90.62,67.35434900184049,1,1,1,4,2,0,0,0,0,0,0,3,11,0
654,654,3277,1955,Graduation,Divorced,49431.0,0,1,03-08-2012,9,94.85,18.78514351517238,69.74,46.31,34.010241200370075,2,7,1,5,8,0,0,0,0,0,0,3,11,0
655,655,5555,1975,Graduation,Divorced,153924.0,0,0,07-02-2014,81,189.08,34.96663926935486,114.31,85.17,56.13902419397033,0,0,0,0,0,0,0,0,0,0,0,3,11,0
656,656,2564,1953,Graduation,Together,61278.0,0,1,04-01-2014,87,141.91,38.4832230494306,109.26,84.82,43.03273151346225,2,3,1,4,6,0,0,0,0,0,0,3,11,0
657,657,946,1958,2n Cycle,Together,26490.0,0,0,22-09-2012,92,62.46,29.10407876441696,70.97,65.08,34.45128927351328,2,3,1,5,6,0,0,0,0,0,0,3,11,0
658,658,3867,1947,PhD,Together,73059.0,0,1,31-08-2013,36,140.5,48.25244492396047,131.01,99.4,69.77409098726724,1,9,3,13,4,0,0,0,0,0,0,3,11,0
659,659,6940,1966,PhD,Single,46734.0,1,2,21-10-2013,86,158.26,49.033484026451774,155.47,101.31,76.43688728228987,4,3,2,3,6,1,0,0,0,0,0,3,11,0
